uid,source,region,cost
2830,cpc_adwords,orel,49000
2831,seo,volgograd,23700
2832,smm,orel,20100
2833,cpc_direct,moscow,27700
2834,seo,moscow,39300
2835,cpc_direct,spb,47400
2836,cpc_direct,ekb,40000
2837,seo,spb,27900
2838,seo,orel,28900
2839,cpc_direct,spb,30200
2840,smm,ekb,20700
2841,seo,spb,26400
2842,seo,spb,23800
2843,seo,vladimir,29800
2844,smm,orel,34400
2845,smm,vladimir,45500
2846,cpc_adwords,moscow,31000
2847,seo,vladimir,38500
2848,cpc_direct,vladimir,34800
2849,cpc_direct,ekb,47800
2850,seo,ekb,32200
2851,seo,spb,36700
2852,smm,orel,46400
2853,smm,moscow,39500
2854,smm,moscow,24600
2855,cpc_adwords,moscow,44300
2856,smm,volgograd,41700
2857,cpc_adwords,ekb,33400
2858,cpc_adwords,ekb,24100
2859,cpc_direct,spb,23000
2860,seo,volgograd,24500
2861,cpc_direct,moscow,29900
2862,smm,volgograd,34500
2863,seo,ekb,49900
2864,smm,orel,45700
2865,seo,moscow,47400
2866,smm,orel,42700
2867,cpc_direct,ekb,25600
2868,cpc_direct,orel,24300
2869,cpc_direct,vladimir,49800
2870,cpc_adwords,orel,42100
2871,smm,vladimir,45100
2872,cpc_direct,ekb,34400
2873,seo,moscow,36000
2874,smm,spb,45800
2875,smm,volgograd,48000
2876,cpc_direct,ekb,47000
2877,seo,ekb,44500
2878,smm,vladimir,31900
2879,cpc_direct,vladimir,45300
2880,cpc_direct,moscow,33400
2881,seo,volgograd,33400
2882,cpc_direct,orel,48300
2883,seo,spb,42600
2884,smm,spb,44200
2885,seo,ekb,49300
2886,cpc_direct,ekb,35400
2887,cpc_direct,orel,43700
2888,cpc_adwords,ekb,36000
2889,seo,ekb,44000
2890,seo,orel,40300
2891,seo,ekb,32800
2892,seo,orel,20200
2893,seo,moscow,27300
2894,smm,moscow,33100
2895,smm,moscow,43700
2896,cpc_direct,ekb,46400
2897,smm,vladimir,36800
2898,seo,spb,27100
2899,seo,orel,31000
2900,seo,vladimir,24700
2901,seo,volgograd,49800
2902,cpc_adwords,orel,32100
2903,smm,ekb,43000
2904,smm,spb,30200
2905,cpc_adwords,moscow,47300
2906,seo,moscow,31500
2907,smm,orel,21300
2908,seo,moscow,42300
2909,cpc_direct,orel,34500
2910,seo,spb,45700
2911,seo,volgograd,30800
2912,smm,vladimir,26200
2913,smm,ekb,28400
2914,cpc_adwords,volgograd,27700
2915,smm,vladimir,40400
2916,smm,ekb,37200
2917,seo,moscow,41900
2918,cpc_direct,ekb,36400
2919,seo,orel,34500
2920,seo,ekb,46800
2921,cpc_direct,moscow,30600
2922,smm,volgograd,24500
2923,seo,vladimir,36400
2924,seo,spb,25100
2925,cpc_direct,moscow,28200
2926,smm,volgograd,44400
2927,smm,volgograd,21600
2928,smm,ekb,36200
2929,seo,ekb,37100
2930,cpc_adwords,orel,41000
2931,cpc_adwords,ekb,37400
2932,smm,spb,24000
2933,cpc_direct,orel,39300
2934,cpc_direct,moscow,38400
2935,cpc_adwords,moscow,40000
2936,cpc_direct,volgograd,40900
2937,seo,moscow,49800
2938,cpc_direct,spb,26000
2939,smm,ekb,22700
2940,smm,vladimir,42100
2941,smm,moscow,31000
2942,cpc_direct,orel,24600
2943,cpc_direct,orel,24700
2944,cpc_adwords,ekb,34400
2945,seo,ekb,37000
2946,smm,moscow,22200
2947,cpc_direct,volgograd,43400
2948,cpc_adwords,spb,28400
2949,seo,volgograd,45000
2950,cpc_adwords,orel,26500
2951,cpc_adwords,moscow,32000
2952,seo,moscow,45800
2953,cpc_adwords,moscow,23500
2954,smm,spb,39900
2955,smm,vladimir,31800
2956,smm,volgograd,22100
2957,smm,moscow,28700
2958,cpc_direct,volgograd,36300
2959,cpc_direct,moscow,42600
2960,smm,volgograd,49900
2961,cpc_direct,vladimir,38500
2962,cpc_direct,volgograd,45000
2963,cpc_adwords,moscow,40500
2964,cpc_adwords,orel,47900
2965,cpc_direct,moscow,45700
2966,cpc_adwords,vladimir,45700
2967,cpc_direct,vladimir,48500
2968,cpc_direct,ekb,44000
2969,cpc_adwords,moscow,37200
2970,smm,ekb,24000
2971,cpc_direct,orel,35000
2972,smm,vladimir,38200
2973,cpc_direct,spb,29000
2974,seo,ekb,31400
2975,seo,vladimir,33900
2976,cpc_direct,vladimir,23100
2977,smm,orel,37400
2978,cpc_direct,spb,33700
2979,seo,volgograd,25500
2980,smm,spb,39200
2981,smm,spb,48200
2982,smm,volgograd,48400
2983,cpc_adwords,orel,36300
2984,cpc_adwords,orel,23300
2985,seo,spb,31200
2986,cpc_adwords,vladimir,32800
2987,seo,ekb,39500
2988,smm,ekb,31300
2989,cpc_adwords,ekb,49400
2990,cpc_adwords,volgograd,21300
2991,seo,moscow,33500
2992,cpc_adwords,volgograd,20500
2993,smm,ekb,47600
2994,seo,moscow,49900
2995,cpc_adwords,orel,42100
2996,cpc_direct,orel,27800
2997,cpc_direct,spb,22300
2998,cpc_adwords,volgograd,32300
2999,seo,orel,40000
3000,cpc_direct,orel,20900
3001,cpc_adwords,ekb,31800
3002,seo,ekb,49600
3003,cpc_direct,moscow,42500
3004,cpc_direct,volgograd,38800
3005,cpc_direct,spb,50000
3006,seo,orel,49200
3007,smm,ekb,21900
3008,cpc_adwords,moscow,22700
3009,cpc_direct,spb,22500
3010,smm,spb,35400
3011,cpc_direct,vladimir,29600
3012,seo,orel,37000
3013,seo,ekb,37700
3014,cpc_direct,volgograd,29900
3015,cpc_direct,vladimir,28300
3016,smm,vladimir,21500
3017,cpc_adwords,spb,37100
3018,seo,spb,36200
3019,cpc_direct,ekb,47800
3020,seo,spb,39200
3021,cpc_direct,volgograd,36000
3022,cpc_adwords,volgograd,20300
3023,smm,orel,43900
3024,smm,volgograd,25600
3025,smm,moscow,40600
3026,cpc_direct,moscow,20700
3027,cpc_adwords,vladimir,42200
3028,seo,ekb,33200
3029,seo,moscow,35900
3030,smm,spb,25400
3031,seo,vladimir,36100
3032,cpc_adwords,spb,24700
3033,cpc_direct,volgograd,24600
3034,cpc_direct,ekb,32000
3035,seo,volgograd,40500
3036,seo,vladimir,30700
3037,seo,orel,46000
3038,seo,moscow,39000
3039,smm,orel,46600
3040,cpc_direct,spb,47900
3041,seo,orel,47800
3042,cpc_direct,ekb,29900
3043,smm,orel,43000
3044,seo,moscow,20400
3045,seo,moscow,37000
3046,cpc_adwords,volgograd,23500
3047,cpc_adwords,orel,34500
3048,seo,vladimir,25700
3049,seo,orel,34700
3050,seo,moscow,49700
3051,cpc_adwords,ekb,25100
3052,cpc_adwords,orel,26100
3053,seo,moscow,37900
3054,smm,vladimir,33100
3055,cpc_direct,volgograd,26200
3056,smm,volgograd,29000
3057,smm,orel,45500
3058,smm,orel,29600
3059,cpc_adwords,spb,38800
3060,smm,spb,30200
3061,smm,volgograd,41600
3062,cpc_adwords,volgograd,44700
3063,cpc_direct,ekb,25900
3064,cpc_direct,vladimir,45000
3065,smm,moscow,44700
3066,seo,moscow,20500
3067,cpc_adwords,ekb,20800
3068,cpc_direct,orel,41300
3069,smm,spb,22200
3070,seo,volgograd,34600
3071,cpc_adwords,spb,44900
3072,cpc_direct,vladimir,24600
3073,smm,spb,46000
3074,smm,spb,25700
3075,cpc_direct,moscow,30800
3076,cpc_direct,vladimir,21900
3077,smm,vladimir,36200
3078,cpc_direct,volgograd,33200
3079,seo,spb,48300
3080,cpc_direct,orel,42300
3081,seo,orel,39700
3082,seo,moscow,47300
3083,cpc_adwords,orel,30500
3084,cpc_direct,moscow,30600
3085,cpc_direct,moscow,33200
3086,smm,spb,48100
3087,cpc_direct,ekb,45000
3088,smm,moscow,22300
3089,smm,vladimir,21200
3090,smm,moscow,24400
3091,seo,volgograd,34600
3092,seo,volgograd,37700
3093,seo,orel,25500
3094,smm,spb,22000
3095,smm,volgograd,42300
3096,cpc_adwords,orel,29300
3097,cpc_adwords,volgograd,24200
3098,seo,orel,45400
3099,smm,volgograd,26700
3100,cpc_adwords,volgograd,25600
3101,smm,ekb,45900
3102,cpc_adwords,moscow,35100
3103,seo,orel,45200
3104,cpc_direct,ekb,24400
3105,seo,spb,41000
3106,cpc_direct,volgograd,50000
3107,seo,vladimir,37000
3108,smm,moscow,27800
3109,cpc_direct,vladimir,47600
3110,cpc_direct,spb,28800
3111,cpc_adwords,spb,49600
3112,seo,ekb,35700
3113,smm,spb,49500
3114,cpc_direct,ekb,22400
3115,cpc_adwords,volgograd,31400
3116,cpc_adwords,orel,41000
3117,cpc_adwords,orel,32400
3118,smm,volgograd,27400
3119,seo,volgograd,42600
3120,seo,orel,22100
3121,seo,spb,43900
3122,seo,orel,26800
3123,cpc_adwords,spb,21700
3124,seo,ekb,21100
3125,cpc_direct,moscow,35000
3126,cpc_adwords,spb,30400
3127,smm,volgograd,33900
3128,smm,ekb,34500
3129,cpc_adwords,ekb,32500
3130,cpc_direct,moscow,46700
3131,smm,moscow,33300
3132,cpc_direct,vladimir,32800
3133,smm,vladimir,23300
3134,cpc_direct,volgograd,24700
3135,smm,moscow,27300
3136,smm,spb,25600
3137,cpc_adwords,spb,37200
3138,smm,ekb,49700
3139,cpc_direct,ekb,22400
3140,cpc_direct,orel,25800
3141,cpc_direct,ekb,50000
3142,cpc_direct,volgograd,27700
3143,cpc_direct,spb,31500
3144,cpc_adwords,spb,21200
3145,smm,spb,40600
3146,smm,ekb,41600
3147,cpc_adwords,orel,28200
3148,cpc_direct,volgograd,45400
3149,seo,moscow,38700
3150,cpc_direct,volgograd,21800
3151,cpc_direct,spb,33100
3152,cpc_adwords,moscow,46000
3153,smm,ekb,20700
3154,cpc_adwords,orel,36300
3155,cpc_direct,moscow,34000
3156,smm,vladimir,34500
3157,seo,volgograd,35600
3158,cpc_adwords,moscow,39100
3159,smm,volgograd,46600
3160,smm,ekb,22300
3161,cpc_direct,ekb,37100
3162,seo,spb,21500
3163,cpc_adwords,spb,47400
3164,smm,orel,49300
3165,cpc_direct,spb,24200
3166,smm,vladimir,30500
3167,cpc_direct,orel,29900
3168,cpc_direct,orel,42900
3169,cpc_adwords,ekb,38200
3170,seo,moscow,39900
3171,cpc_adwords,ekb,41100
3172,cpc_direct,vladimir,30500
3173,seo,spb,29800
3174,smm,orel,34200
3175,smm,moscow,34400
3176,cpc_adwords,moscow,46400
3177,smm,moscow,33300
3178,smm,volgograd,33200
3179,smm,vladimir,38000
3180,cpc_direct,orel,28400
3181,seo,ekb,46500
3182,smm,vladimir,20900
3183,cpc_direct,vladimir,33200
3184,smm,orel,34600
3185,smm,orel,42700
3186,smm,orel,32700
3187,seo,orel,26000
3188,cpc_adwords,moscow,38500
3189,cpc_adwords,volgograd,46800
3190,smm,vladimir,36600
3191,cpc_direct,ekb,20600
3192,smm,ekb,25400
3193,cpc_adwords,vladimir,31600
3194,smm,spb,27400
3195,smm,moscow,33200
3196,cpc_direct,moscow,29000
3197,smm,vladimir,43800
3198,smm,spb,37000
3199,cpc_direct,moscow,24900
3200,smm,ekb,23500
3201,cpc_direct,ekb,41300
3202,seo,orel,20000
3203,cpc_adwords,ekb,32800
3204,cpc_adwords,ekb,25500
3205,seo,moscow,30000
3206,cpc_direct,moscow,46500
3207,smm,vladimir,37900
3208,seo,volgograd,29300
3209,seo,ekb,44000
3210,cpc_adwords,orel,36800
3211,smm,volgograd,23500
3212,cpc_direct,moscow,35900
3213,seo,spb,46600
3214,smm,vladimir,22200
3215,cpc_adwords,moscow,31000
3216,cpc_adwords,spb,23100
3217,cpc_direct,volgograd,22000
3218,seo,moscow,45700
3219,seo,spb,30700
3220,seo,ekb,27100
3221,seo,moscow,43900
3222,cpc_adwords,vladimir,41800
3223,cpc_direct,ekb,47300
3224,cpc_direct,moscow,49300
3225,seo,volgograd,22400
3226,cpc_adwords,vladimir,44300
3227,cpc_direct,ekb,26900
3228,smm,moscow,22200
3229,smm,orel,42000
3230,cpc_direct,ekb,28800
3231,cpc_adwords,vladimir,40600
3232,smm,vladimir,22000
3233,cpc_direct,moscow,40900
3234,smm,ekb,46900
3235,smm,moscow,44500
3236,cpc_adwords,moscow,33700
3237,cpc_adwords,spb,26000
3238,smm,volgograd,40700
3239,smm,spb,39700
3240,smm,vladimir,25000
3241,seo,ekb,44700
3242,cpc_direct,vladimir,37300
3243,smm,orel,41900
3244,seo,spb,36400
3245,smm,volgograd,39600
3246,smm,spb,47500
3247,smm,vladimir,22000
3248,cpc_direct,volgograd,48500
3249,smm,volgograd,30300
3250,cpc_adwords,moscow,21600
3251,cpc_adwords,orel,23600
3252,smm,volgograd,41800
3253,cpc_direct,spb,48400
3254,cpc_adwords,ekb,31200
3255,seo,volgograd,30200
3256,cpc_direct,ekb,41600
3257,cpc_adwords,spb,21500
3258,cpc_direct,ekb,22800
3259,smm,vladimir,47900
3260,smm,vladimir,41200
3261,cpc_direct,volgograd,20400
3262,seo,moscow,40600
3263,cpc_direct,moscow,20700
3264,cpc_direct,moscow,21600
3265,cpc_adwords,volgograd,38800
3266,cpc_adwords,moscow,45300
3267,cpc_adwords,orel,38300
3268,seo,volgograd,45200
3269,cpc_direct,orel,49800
3270,smm,ekb,22900
3271,cpc_direct,volgograd,22800
3272,seo,volgograd,48800
3273,smm,volgograd,20200
3274,cpc_direct,orel,48100
3275,seo,ekb,39200
3276,smm,orel,31300
3277,seo,volgograd,26800
3278,cpc_adwords,orel,46100
3279,smm,volgograd,23000
3280,cpc_direct,spb,34700
3281,cpc_adwords,orel,41600
3282,seo,ekb,28900
3283,seo,spb,34800
3284,seo,vladimir,42300
3285,seo,moscow,45700
3286,seo,moscow,25400
3287,seo,spb,47700
3288,smm,spb,20300
3289,cpc_direct,vladimir,48100
3290,seo,volgograd,31800
3291,cpc_direct,orel,47100
3292,smm,moscow,22900
3293,cpc_direct,ekb,46900
3294,cpc_direct,volgograd,34400
3295,cpc_adwords,volgograd,22600
3296,seo,spb,33400
3297,cpc_adwords,volgograd,31900
3298,smm,orel,47300
3299,cpc_direct,vladimir,37400
3300,cpc_direct,moscow,41900
3301,seo,orel,21000
3302,smm,ekb,28700
3303,seo,spb,49700
3304,smm,moscow,27000
3305,cpc_adwords,moscow,33300
3306,seo,volgograd,21500
3307,cpc_direct,vladimir,43500
3308,cpc_adwords,moscow,21200
3309,seo,moscow,38100
3310,cpc_direct,volgograd,46500
3311,smm,volgograd,33000
3312,seo,ekb,46600
3313,cpc_adwords,volgograd,44300
3314,cpc_adwords,moscow,49400
3315,seo,spb,29000
3316,cpc_direct,volgograd,25700
3317,seo,ekb,29700
3318,smm,vladimir,31400
3319,cpc_direct,orel,29300
3320,smm,spb,28000
3321,seo,ekb,46300
3322,cpc_direct,spb,21500
3323,seo,spb,44300
3324,cpc_adwords,ekb,40300
3325,cpc_direct,spb,47000
3326,cpc_direct,vladimir,24800
3327,cpc_adwords,vladimir,31600
3328,seo,orel,22800
3329,smm,moscow,37500
3330,cpc_direct,vladimir,47200
3331,smm,vladimir,39500
3332,smm,volgograd,30300
3333,cpc_adwords,volgograd,36200
3334,seo,volgograd,39600
3335,smm,vladimir,33800
3336,seo,moscow,26400
3337,cpc_adwords,ekb,26400
3338,cpc_direct,spb,36400
3339,seo,vladimir,34500
3340,smm,ekb,40900
3341,cpc_adwords,volgograd,47400
3342,smm,orel,45100
3343,cpc_direct,orel,31400
3344,smm,ekb,39000
3345,seo,spb,40300
3346,cpc_adwords,ekb,48300
3347,cpc_direct,vladimir,32100
3348,seo,vladimir,33400
3349,smm,vladimir,25500
3350,cpc_direct,volgograd,23600
3351,smm,moscow,42100
3352,smm,volgograd,33900
3353,smm,volgograd,21600
3354,cpc_adwords,spb,45600
3355,seo,spb,31700
3356,cpc_adwords,moscow,40300
3357,cpc_direct,volgograd,23900
3358,cpc_adwords,ekb,31300
3359,cpc_adwords,volgograd,23300
3360,smm,orel,24200
3361,cpc_direct,vladimir,36300
3362,cpc_direct,ekb,45600
3363,smm,moscow,27400
3364,cpc_adwords,volgograd,21900
3365,seo,spb,34200
3366,cpc_direct,volgograd,27200
3367,cpc_adwords,spb,28900
3368,smm,spb,39200
3369,cpc_adwords,ekb,21600
3370,seo,moscow,43300
3371,seo,spb,32100
3372,seo,orel,20800
3373,seo,ekb,46100
3374,cpc_adwords,moscow,21800
3375,cpc_adwords,orel,45300
3376,cpc_adwords,vladimir,36100
3377,seo,vladimir,21700
3378,seo,volgograd,21500
3379,smm,volgograd,25900
3380,seo,moscow,43900
3381,smm,moscow,29500
3382,seo,orel,21900
3383,seo,spb,43300
3384,cpc_adwords,orel,24400
3385,cpc_direct,volgograd,34600
3386,smm,vladimir,39600
3387,smm,orel,35300
3388,cpc_direct,spb,39800
3389,cpc_direct,orel,45300
3390,cpc_adwords,spb,38100
3391,seo,ekb,33800
3392,cpc_adwords,spb,22300
3393,cpc_direct,ekb,42700
3394,seo,orel,39700
3395,smm,spb,47500
3396,cpc_direct,moscow,20500
3397,smm,volgograd,40600
3398,cpc_adwords,moscow,35900
3399,cpc_adwords,volgograd,46000
3400,cpc_direct,orel,47200
3401,seo,moscow,27800
3402,cpc_direct,moscow,37200
3403,smm,volgograd,40800
3404,cpc_direct,ekb,47500
3405,cpc_direct,ekb,33800
3406,smm,volgograd,24400
3407,seo,vladimir,41700
3408,cpc_direct,volgograd,45500
3409,cpc_direct,orel,44800
3410,seo,ekb,20000
3411,smm,moscow,30100
3412,cpc_adwords,vladimir,24600
3413,cpc_direct,vladimir,47000
3414,cpc_adwords,orel,27100
3415,seo,spb,31100
3416,cpc_adwords,ekb,39600
3417,cpc_direct,vladimir,21100
3418,cpc_adwords,moscow,28200
3419,seo,volgograd,33800
3420,smm,ekb,28200
3421,seo,orel,27000
3422,smm,moscow,21500
3423,cpc_adwords,moscow,27000
3424,seo,vladimir,21300
3425,cpc_adwords,moscow,32500
3426,seo,volgograd,22200
3427,seo,spb,25300
3428,cpc_adwords,spb,47300
3429,cpc_adwords,moscow,29100
3430,seo,volgograd,31100
3431,cpc_direct,volgograd,27200
3432,smm,orel,32700
3433,cpc_direct,orel,45300
3434,smm,vladimir,28100
3435,cpc_adwords,ekb,32600
3436,cpc_direct,orel,28900
3437,seo,spb,46300
3438,cpc_direct,vladimir,49500
3439,smm,volgograd,39700
3440,cpc_direct,vladimir,41900
3441,seo,orel,41300
3442,seo,orel,32300
3443,smm,orel,42300
3444,cpc_direct,volgograd,21200
3445,cpc_direct,vladimir,46900
3446,smm,orel,23800
3447,seo,vladimir,22400
3448,smm,orel,38700
3449,cpc_adwords,moscow,41600
3450,cpc_direct,volgograd,38800
3451,cpc_adwords,volgograd,35200
3452,cpc_adwords,vladimir,29300
3453,cpc_adwords,orel,36100
3454,cpc_adwords,moscow,45500
3455,cpc_direct,orel,39200
3456,seo,vladimir,31700
3457,smm,orel,28500
3458,seo,orel,47200
3459,cpc_direct,ekb,39200
3460,cpc_adwords,ekb,23400
3461,seo,orel,29700
3462,seo,volgograd,27200
3463,seo,spb,38200
3464,seo,spb,27400
3465,smm,moscow,48200
3466,seo,spb,48600
3467,seo,ekb,27500
3468,seo,ekb,30900
3469,cpc_direct,volgograd,41300
3470,smm,moscow,20900
3471,seo,moscow,48800
3472,cpc_adwords,moscow,47800
3473,cpc_adwords,vladimir,28000
3474,seo,spb,23300
3475,cpc_adwords,spb,44100
3476,seo,ekb,43400
3477,smm,orel,44500
3478,smm,ekb,21600
3479,smm,moscow,38400
3480,cpc_direct,orel,41900
3481,seo,moscow,26300
3482,seo,orel,22600
3483,cpc_adwords,volgograd,40800
3484,smm,orel,48300
3485,seo,vladimir,29100
3486,seo,vladimir,33300
3487,cpc_adwords,vladimir,31700
3488,cpc_direct,vladimir,34300
3489,seo,vladimir,43100
3490,cpc_direct,moscow,32800
3491,cpc_adwords,ekb,30900
3492,cpc_direct,orel,20600
3493,cpc_direct,orel,35500
3494,cpc_direct,volgograd,40700
3495,cpc_adwords,ekb,46600
3496,seo,ekb,47700
3497,cpc_adwords,volgograd,34000
3498,smm,vladimir,48900
3499,cpc_direct,vladimir,30800
3500,smm,moscow,47700
3501,seo,moscow,31300
3502,cpc_direct,ekb,46700
3503,cpc_direct,vladimir,44600
3504,cpc_direct,orel,40200
3505,seo,spb,23100
3506,seo,ekb,42600
3507,cpc_adwords,ekb,46800
3508,seo,volgograd,48700
3509,seo,volgograd,41700
3510,smm,spb,42500
3511,cpc_adwords,spb,37600
3512,smm,moscow,40400
3513,cpc_direct,volgograd,39400
3514,cpc_direct,orel,24700
3515,smm,vladimir,46200
3516,cpc_adwords,vladimir,28300
3517,cpc_adwords,volgograd,20000
3518,cpc_adwords,volgograd,27900
3519,seo,orel,20800
3520,cpc_direct,moscow,41900
3521,smm,moscow,28600
3522,cpc_adwords,orel,22900
3523,cpc_direct,volgograd,33900
3524,smm,orel,38000
3525,seo,ekb,36300
3526,cpc_adwords,ekb,23000
3527,smm,orel,39100
3528,cpc_direct,orel,38600
3529,seo,moscow,21000
3530,smm,ekb,40000
3531,cpc_direct,moscow,38400
3532,cpc_adwords,ekb,21700
3533,smm,spb,44900
3534,smm,spb,21700
3535,smm,orel,43000
3536,cpc_direct,orel,47600
3537,seo,orel,30300
3538,cpc_adwords,spb,38100
3539,smm,ekb,22600
3540,cpc_adwords,vladimir,24400
3541,smm,moscow,34000
3542,cpc_direct,orel,26800
3543,smm,moscow,36200
3544,seo,moscow,33700
3545,cpc_direct,ekb,39400
3546,seo,orel,29700
3547,seo,orel,20600
3548,smm,vladimir,23300
3549,cpc_direct,vladimir,43800
3550,cpc_adwords,vladimir,39700
3551,cpc_direct,moscow,34900
3552,seo,moscow,48700
3553,smm,volgograd,45600
3554,cpc_adwords,spb,35400
3555,seo,vladimir,49300
3556,cpc_direct,ekb,27800
3557,cpc_direct,spb,29800
3558,cpc_direct,orel,39300
3559,smm,vladimir,26100
3560,seo,moscow,35200
3561,smm,ekb,23000
3562,seo,volgograd,33700
3563,cpc_adwords,orel,49500
3564,cpc_direct,vladimir,21300
3565,cpc_direct,moscow,34200
3566,seo,moscow,50000
3567,smm,orel,31300
3568,cpc_adwords,moscow,41600
3569,smm,vladimir,30300
3570,cpc_direct,spb,38600
3571,cpc_adwords,volgograd,24800
3572,seo,vladimir,46000
3573,smm,orel,25900
3574,smm,orel,46300
3575,seo,moscow,26300
3576,smm,spb,44100
3577,seo,spb,38000
3578,cpc_direct,spb,26000
3579,cpc_direct,vladimir,43600
3580,cpc_adwords,vladimir,49100
3581,smm,ekb,38700
3582,seo,vladimir,20500
3583,seo,moscow,49300
3584,smm,orel,46800
3585,smm,moscow,47500
3586,cpc_adwords,moscow,37700
3587,cpc_direct,vladimir,48900
3588,smm,vladimir,47900
3589,cpc_direct,orel,40600
3590,smm,moscow,35400
3591,cpc_adwords,orel,22700
3592,cpc_adwords,vladimir,30500
3593,smm,spb,31000
3594,seo,spb,20500
3595,smm,moscow,26800
3596,cpc_adwords,moscow,34200
3597,cpc_direct,moscow,30900
3598,smm,spb,32400
3599,seo,spb,26200
3600,cpc_direct,spb,48100
3601,seo,ekb,40200
3602,seo,orel,43700
3603,seo,volgograd,44100
3604,seo,spb,43200
3605,smm,vladimir,23600
3606,cpc_direct,vladimir,44500
3607,cpc_direct,orel,21200
3608,smm,spb,49500
3609,cpc_adwords,spb,25800
3610,cpc_direct,vladimir,47400
3611,cpc_adwords,moscow,28100
3612,smm,moscow,31100
3613,seo,volgograd,35700
3614,smm,volgograd,27100
3615,seo,orel,49100
3616,cpc_adwords,orel,20000
3617,cpc_direct,volgograd,33700
3618,cpc_direct,orel,20300
3619,smm,spb,46300
3620,cpc_adwords,moscow,31200
3621,seo,volgograd,26000
3622,cpc_adwords,moscow,32100
3623,cpc_adwords,orel,38800
3624,seo,moscow,31900
3625,smm,orel,33700
3626,seo,ekb,44700
3627,seo,volgograd,44500
3628,smm,vladimir,40200
3629,smm,spb,39500
3630,smm,vladimir,43800
3631,cpc_direct,vladimir,20700
3632,smm,spb,24800
3633,cpc_direct,volgograd,29800
3634,smm,volgograd,40300
3635,cpc_direct,ekb,23900
3636,cpc_adwords,moscow,24800
3637,cpc_adwords,volgograd,34600
3638,smm,volgograd,35000
3639,cpc_adwords,orel,48600
3640,cpc_direct,vladimir,42800
3641,seo,volgograd,26200
3642,cpc_adwords,vladimir,41900
3643,smm,volgograd,22600
3644,cpc_adwords,volgograd,30500
3645,smm,volgograd,25200
3646,seo,vladimir,30500
3647,cpc_adwords,volgograd,38400
3648,cpc_direct,moscow,36600
3649,cpc_adwords,ekb,30500
3650,cpc_adwords,volgograd,48000
3651,cpc_direct,vladimir,25000
3652,smm,ekb,44700
3653,cpc_direct,spb,30600
3654,cpc_direct,moscow,27300
3655,cpc_adwords,spb,44800
3656,smm,spb,34600
3657,cpc_adwords,orel,44000
3658,smm,ekb,47400
3659,seo,orel,22500
3660,cpc_adwords,volgograd,30000
3661,seo,moscow,27500
3662,seo,orel,25700
3663,seo,vladimir,27300
3664,cpc_direct,moscow,47000
3665,cpc_direct,orel,25700
3666,cpc_adwords,vladimir,27600
3667,cpc_adwords,orel,32100
3668,smm,spb,39100
3669,cpc_adwords,vladimir,45300
3670,smm,orel,37100
3671,cpc_direct,spb,30700
3672,cpc_direct,spb,39200
3673,seo,spb,35800
3674,seo,spb,48500
3675,seo,vladimir,40000
3676,cpc_direct,volgograd,27500
3677,cpc_direct,spb,41800
3678,cpc_direct,spb,33600
3679,cpc_adwords,volgograd,28200
3680,smm,ekb,47000
3681,smm,moscow,48200
3682,cpc_direct,moscow,47600
3683,seo,orel,24600
3684,seo,orel,43100
3685,cpc_adwords,vladimir,46800
3686,cpc_direct,vladimir,24700
3687,cpc_direct,spb,36900
3688,smm,spb,32800
3689,cpc_direct,ekb,44300
3690,smm,spb,46300
3691,cpc_direct,spb,40600
3692,cpc_adwords,orel,33200
3693,cpc_direct,vladimir,44300
3694,cpc_adwords,vladimir,28700
3695,seo,moscow,39200
3696,smm,moscow,20000
3697,cpc_adwords,spb,43200
3698,smm,spb,49500
3699,cpc_adwords,spb,20400
3700,seo,volgograd,23100
3701,seo,spb,36200
3702,cpc_adwords,ekb,48500
3703,cpc_direct,volgograd,32800
3704,cpc_adwords,orel,31300
3705,cpc_adwords,vladimir,33000
3706,cpc_direct,volgograd,21000
3707,cpc_adwords,moscow,43600
3708,cpc_adwords,moscow,41600
3709,cpc_adwords,volgograd,45700
3710,cpc_direct,ekb,46200
3711,cpc_adwords,volgograd,31000
3712,smm,vladimir,21600
3713,cpc_direct,orel,46400
3714,smm,volgograd,24400
3715,seo,vladimir,23500
3716,cpc_adwords,orel,22000
3717,cpc_adwords,orel,33900
3718,cpc_direct,volgograd,41300
3719,seo,spb,48300
3720,seo,volgograd,38000
3721,smm,vladimir,28400
3722,seo,spb,24100
3723,cpc_adwords,volgograd,27000
3724,cpc_direct,moscow,31600
3725,cpc_adwords,spb,45900
3726,smm,moscow,40100
3727,cpc_adwords,orel,28600
3728,cpc_adwords,moscow,30200
3729,cpc_adwords,volgograd,24800
3730,smm,moscow,23500
3731,smm,spb,41800
3732,cpc_adwords,orel,49000
3733,seo,moscow,34600
3734,seo,ekb,26100
3735,smm,vladimir,38400
3736,seo,orel,41100
3737,cpc_direct,orel,24300
3738,smm,ekb,49900
3739,cpc_direct,volgograd,31600
3740,cpc_direct,orel,20100
3741,seo,volgograd,22300
3742,smm,orel,37300
3743,seo,ekb,33400
3744,seo,spb,34600
3745,cpc_adwords,vladimir,27400
3746,smm,moscow,45700
3747,seo,vladimir,40200
3748,smm,orel,28700
3749,cpc_direct,ekb,34300
3750,cpc_direct,volgograd,31200
3751,cpc_direct,moscow,48400
3752,cpc_direct,orel,45000
3753,seo,ekb,21300
3754,cpc_adwords,moscow,33600
3755,seo,volgograd,27400
3756,smm,orel,32100
