uid,date,event_type,price,cogs
3203,4/25/20,visit,,
3203,4/19/20,visit,,
3203,4/23/20,visit,,
3203,4/23/20,visit,,
3272,4/23/20,visit,,
3272,4/25/20,visit,,
3272,4/20/20,visit,,
3272,4/25/20,visit,,
3272,4/25/20,visit,,
3272,4/22/20,visit,,
3272,4/19/20,visit,,
3272,4/22/20,visit,,
3272,4/20/20,visit,,
3272,4/20/20,purchase,70800,28320
3187,4/24/20,visit,,
3187,4/24/20,purchase,48500,25220
3187,4/23/20,visit,,
3187,4/25/20,visit,,
3298,4/25/20,visit,,
3298,4/20/20,visit,,
3271,4/23/20,visit,,
3271,4/21/20,visit,,
3271,4/21/20,purchase,66100,24457
3271,4/23/20,visit,,
3271,4/23/20,visit,,
3271,4/19/20,visit,,
3271,4/22/20,visit,,
3271,4/25/20,visit,,
3407,4/23/20,visit,,
3407,4/22/20,visit,,
3407,4/25/20,visit,,
3407,4/20/20,visit,,
3407,4/25/20,visit,,
3407,4/25/20,purchase,154400,74112
3407,4/20/20,visit,,
3407,4/24/20,visit,,
3407,4/24/20,purchase,115300,38049
3264,4/24/20,visit,,
3264,4/21/20,visit,,
3264,4/19/20,visit,,
3264,4/19/20,purchase,156400,48484
3264,4/20/20,visit,,
3264,4/20/20,purchase,125800,95608
3264,4/22/20,visit,,
3264,4/22/20,visit,,
3264,4/19/20,visit,,
3264,4/25/20,visit,,
3146,4/20/20,visit,,
3146,4/20/20,purchase,31800,9222
3146,4/22/20,visit,,
3319,4/25/20,visit,,
3208,4/22/20,visit,,
3208,4/23/20,visit,,
3208,4/20/20,visit,,
3208,4/20/20,visit,,
3347,4/19/20,visit,,
3347,4/20/20,visit,,
3347,4/23/20,visit,,
3347,4/24/20,visit,,
3399,4/25/20,visit,,
3399,4/25/20,purchase,112200,31416
3399,4/21/20,visit,,
3399,4/21/20,visit,,
3399,4/21/20,visit,,
3399,4/22/20,visit,,
3399,4/22/20,purchase,61200,34884
3399,4/25/20,visit,,
3399,4/22/20,visit,,
3399,4/19/20,visit,,
3399,4/19/20,purchase,104000,65520
3399,4/22/20,visit,,
3358,4/22/20,visit,,
3358,4/23/20,visit,,
3358,4/21/20,visit,,
3358,4/19/20,visit,,
3358,4/23/20,visit,,
3409,4/22/20,visit,,
3409,4/24/20,visit,,
3409,4/25/20,visit,,
3409,4/25/20,visit,,
3409,4/23/20,visit,,
3409,4/23/20,purchase,101400,66924
3409,4/24/20,visit,,
3409,4/22/20,visit,,
3330,4/24/20,visit,,
3330,4/20/20,visit,,
3330,4/20/20,purchase,68600,28126
3330,4/19/20,visit,,
3330,4/19/20,purchase,92600,60190
3330,4/19/20,visit,,
3330,4/25/20,visit,,
3330,4/20/20,visit,,
3330,4/23/20,visit,,
3330,4/22/20,visit,,
3563,4/22/20,visit,,
3563,4/20/20,visit,,
3563,4/23/20,visit,,
3563,4/19/20,visit,,
3459,4/19/20,visit,,
3459,4/21/20,visit,,
3459,4/21/20,purchase,99200,54560
3459,4/23/20,visit,,
3459,4/19/20,visit,,
3459,4/23/20,visit,,
3459,4/23/20,purchase,140000,40600
3459,4/25/20,visit,,
3546,4/19/20,visit,,
3546,4/19/20,purchase,135300,51414
3546,4/22/20,visit,,
3546,4/24/20,visit,,
3546,4/23/20,visit,,
3546,4/22/20,visit,,
3305,4/24/20,visit,,
3305,4/24/20,purchase,205200,127224
3305,4/19/20,visit,,
3305,4/19/20,purchase,40500,14985
3305,4/19/20,visit,,
3305,4/24/20,visit,,
3305,4/22/20,visit,,
3543,4/23/20,visit,,
3543,4/25/20,visit,,
3257,4/25/20,visit,,
3257,4/24/20,visit,,
3549,4/24/20,visit,,
3549,4/25/20,visit,,
3366,4/19/20,visit,,
3366,4/19/20,purchase,32000,9920
3366,4/23/20,visit,,
3366,4/22/20,visit,,
3366,4/21/20,visit,,
3366,4/23/20,visit,,
3397,4/22/20,visit,,
3397,4/23/20,visit,,
3397,4/24/20,visit,,
3495,4/23/20,visit,,
3537,4/20/20,visit,,
3537,4/22/20,visit,,
3537,4/24/20,visit,,
3537,4/24/20,visit,,
3537,4/25/20,visit,,
3255,4/23/20,visit,,
3255,4/22/20,visit,,
3472,4/21/20,visit,,
3207,4/21/20,visit,,
3207,4/19/20,visit,,
3207,4/19/20,purchase,86800,64232
3207,4/19/20,visit,,
3207,4/22/20,visit,,
3207,4/19/20,visit,,
3207,4/23/20,visit,,
3207,4/22/20,visit,,
3234,4/22/20,visit,,
3234,4/25/20,visit,,
3234,4/22/20,visit,,
3234,4/23/20,visit,,
3234,4/23/20,purchase,20300,14413
3234,4/22/20,visit,,
3234,4/22/20,purchase,84500,25350
3234,4/24/20,visit,,
3234,4/20/20,visit,,
3449,4/20/20,visit,,
3449,4/19/20,visit,,
3449,4/25/20,visit,,
3449,4/21/20,visit,,
3449,4/20/20,visit,,
3449,4/21/20,visit,,
3449,4/21/20,visit,,
3449,4/21/20,visit,,
3449,4/21/20,visit,,
3240,4/19/20,visit,,
3240,4/24/20,visit,,
3240,4/24/20,purchase,25400,9398
3240,4/24/20,visit,,
3240,4/24/20,purchase,42300,10998
3436,4/19/20,visit,,
3436,4/22/20,visit,,
3436,4/19/20,visit,,
3436,4/19/20,purchase,95800,67060
3436,4/23/20,visit,,
3436,4/23/20,purchase,57200,31460
3436,4/21/20,visit,,
3125,4/24/20,visit,,
3125,4/25/20,visit,,
3125,4/23/20,visit,,
3125,4/25/20,visit,,
3502,4/22/20,visit,,
3502,4/22/20,visit,,
3502,4/22/20,purchase,140100,44832
3502,4/22/20,visit,,
3502,4/25/20,visit,,
3502,4/25/20,purchase,115900,82289
3502,4/24/20,visit,,
3502,4/22/20,visit,,
3299,4/22/20,visit,,
3299,4/20/20,visit,,
3299,4/24/20,visit,,
3522,4/23/20,visit,,
3522,4/21/20,visit,,
3522,4/21/20,visit,,
3522,4/21/20,visit,,
3369,4/24/20,visit,,
3369,4/25/20,visit,,
3369,4/25/20,purchase,11700,6318
3369,4/20/20,visit,,
3369,4/24/20,visit,,
3369,4/24/20,purchase,16200,11340
3369,4/21/20,visit,,
3369,4/23/20,visit,,
3369,4/23/20,visit,,
3369,4/24/20,visit,,
3444,4/20/20,visit,,
3444,4/21/20,visit,,
3444,4/23/20,visit,,
3444,4/23/20,purchase,110500,56355
3444,4/20/20,visit,,
3444,4/22/20,visit,,
3309,4/23/20,visit,,
3309,4/22/20,visit,,
3309,4/22/20,purchase,221800,157478
3309,4/21/20,visit,,
3309,4/21/20,purchase,74100,34086
3310,4/25/20,visit,,
3310,4/25/20,purchase,44200,29614
3310,4/20/20,visit,,
3310,4/22/20,visit,,
3310,4/24/20,visit,,
3310,4/24/20,purchase,26800,17152
3310,4/25/20,visit,,
3310,4/25/20,visit,,
3310,4/20/20,visit,,
3310,4/20/20,purchase,28800,21024
3310,4/24/20,visit,,
3206,4/22/20,visit,,
3206,4/25/20,visit,,
3206,4/21/20,visit,,
3230,4/19/20,visit,,
3230,4/19/20,visit,,
3230,4/19/20,purchase,97100,33014
3230,4/19/20,visit,,
3230,4/23/20,visit,,
3230,4/23/20,visit,,
3230,4/19/20,visit,,
3230,4/23/20,visit,,
3230,4/23/20,visit,,
3230,4/23/20,visit,,
3151,4/19/20,visit,,
3333,4/24/20,visit,,
3333,4/19/20,visit,,
3333,4/24/20,visit,,
3362,4/20/20,visit,,
3362,4/22/20,visit,,
3362,4/21/20,visit,,
3241,4/22/20,visit,,
3241,4/21/20,visit,,
3241,4/24/20,visit,,
3241,4/24/20,purchase,121400,76482
3241,4/22/20,visit,,
3241,4/21/20,visit,,
3241,4/21/20,visit,,
3241,4/25/20,visit,,
3241,4/19/20,visit,,
3241,4/19/20,purchase,144200,47586
3370,4/20/20,visit,,
3370,4/23/20,visit,,
3370,4/22/20,visit,,
3370,4/25/20,visit,,
3370,4/20/20,visit,,
3370,4/19/20,visit,,
3370,4/20/20,visit,,
3370,4/23/20,visit,,
3370,4/20/20,visit,,
3132,4/21/20,visit,,
3132,4/21/20,purchase,92200,41490
3132,4/20/20,visit,,
3132,4/19/20,visit,,
3132,4/25/20,visit,,
3132,4/20/20,visit,,
3132,4/21/20,visit,,
3391,4/25/20,visit,,
3391,4/24/20,visit,,
3391,4/24/20,purchase,86400,48384
3391,4/23/20,visit,,
3391,4/23/20,visit,,
3391,4/19/20,visit,,
3391,4/19/20,visit,,
3470,4/21/20,visit,,
3470,4/24/20,visit,,
3470,4/24/20,purchase,66400,22576
3470,4/21/20,visit,,
3470,4/23/20,visit,,
3470,4/19/20,visit,,
3470,4/20/20,visit,,
3470,4/21/20,visit,,
3470,4/20/20,visit,,
3470,4/20/20,purchase,131600,85540
3153,4/22/20,visit,,
3153,4/19/20,visit,,
3153,4/20/20,visit,,
3153,4/23/20,visit,,
3153,4/23/20,purchase,72100,24514
3153,4/21/20,visit,,
3153,4/22/20,visit,,
3153,4/19/20,visit,,
3153,4/19/20,purchase,17800,7298
3174,4/24/20,visit,,
3174,4/20/20,visit,,
3174,4/21/20,visit,,
3174,4/23/20,visit,,
3174,4/22/20,visit,,
3174,4/21/20,visit,,
3174,4/23/20,visit,,
3174,4/25/20,visit,,
3174,4/24/20,visit,,
3174,4/24/20,purchase,94200,60288
3245,4/22/20,visit,,
3245,4/22/20,purchase,56400,30456
3245,4/24/20,visit,,
3245,4/20/20,visit,,
3245,4/23/20,visit,,
3245,4/22/20,visit,,
3458,4/20/20,visit,,
3458,4/20/20,purchase,55400,42104
3458,4/24/20,visit,,
3458,4/22/20,visit,,
3287,4/19/20,visit,,
3287,4/23/20,visit,,
3287,4/23/20,purchase,26400,17160
3287,4/21/20,visit,,
3268,4/19/20,visit,,
3268,4/19/20,purchase,53000,19610
3268,4/22/20,visit,,
3268,4/22/20,visit,,
3268,4/19/20,visit,,
3268,4/23/20,visit,,
3268,4/23/20,purchase,13800,10488
3268,4/21/20,visit,,
3268,4/25/20,visit,,
3268,4/21/20,visit,,
3239,4/23/20,visit,,
3239,4/23/20,visit,,
3239,4/23/20,purchase,101800,31558
3239,4/25/20,visit,,
3239,4/22/20,visit,,
3239,4/23/20,visit,,
3239,4/23/20,purchase,75000,50250
3239,4/25/20,visit,,
3239,4/19/20,visit,,
3181,4/20/20,visit,,
3181,4/25/20,visit,,
3211,4/21/20,visit,,
3211,4/23/20,visit,,
3211,4/21/20,visit,,
3211,4/22/20,visit,,
3211,4/20/20,visit,,
3211,4/25/20,visit,,
3211,4/24/20,visit,,
3547,4/22/20,visit,,
3547,4/20/20,visit,,
3547,4/20/20,purchase,107000,47080
3420,4/20/20,visit,,
3420,4/25/20,visit,,
3420,4/21/20,visit,,
3420,4/21/20,visit,,
3420,4/23/20,visit,,
3420,4/23/20,purchase,22000,15840
3420,4/21/20,visit,,
3420,4/21/20,visit,,
3420,4/23/20,visit,,
3218,4/23/20,visit,,
3218,4/23/20,purchase,232900,76857
3218,4/25/20,visit,,
3418,4/21/20,visit,,
3332,4/24/20,visit,,
3332,4/24/20,purchase,111800,76024
3332,4/20/20,visit,,
3332,4/22/20,visit,,
3332,4/24/20,visit,,
3332,4/24/20,purchase,40700,26862
3332,4/25/20,visit,,
3332,4/25/20,purchase,58900,21204
3350,4/23/20,visit,,
3350,4/24/20,visit,,
3350,4/25/20,visit,,
3350,4/22/20,visit,,
3350,4/21/20,visit,,
3350,4/19/20,visit,,
3350,4/20/20,visit,,
3350,4/20/20,purchase,78300,38367
3455,4/19/20,visit,,
3455,4/24/20,visit,,
3455,4/19/20,visit,,
3455,4/20/20,visit,,
3455,4/24/20,visit,,
3455,4/24/20,visit,,
3455,4/22/20,visit,,
3144,4/23/20,visit,,
3144,4/23/20,visit,,
3144,4/23/20,purchase,130400,50856
3144,4/25/20,visit,,
3144,4/21/20,visit,,
3144,4/21/20,visit,,
3144,4/21/20,purchase,163900,113091
3450,4/25/20,visit,,
3450,4/25/20,visit,,
3450,4/20/20,visit,,
3450,4/25/20,visit,,
3450,4/25/20,visit,,
3450,4/19/20,visit,,
3450,4/22/20,visit,,
3450,4/22/20,purchase,27400,18906
3450,4/19/20,visit,,
3450,4/25/20,visit,,
3315,4/22/20,visit,,
3315,4/20/20,visit,,
3315,4/25/20,visit,,
3315,4/21/20,visit,,
3315,4/22/20,visit,,
3315,4/22/20,purchase,192100,82603
3315,4/24/20,visit,,
3315,4/21/20,visit,,
3315,4/21/20,visit,,
3315,4/24/20,visit,,
3432,4/24/20,visit,,
3432,4/21/20,visit,,
3432,4/21/20,purchase,62200,18660
3405,4/24/20,visit,,
3405,4/24/20,purchase,53900,23716
3405,4/21/20,visit,,
3405,4/25/20,visit,,
3405,4/25/20,purchase,73000,30660
3405,4/24/20,visit,,
3479,4/23/20,visit,,
3479,4/23/20,purchase,139900,79743
3231,4/23/20,visit,,
3356,4/19/20,visit,,
3356,4/24/20,visit,,
3356,4/25/20,visit,,
3356,4/23/20,visit,,
3356,4/19/20,visit,,
3356,4/25/20,visit,,
3356,4/24/20,visit,,
3356,4/24/20,visit,,
3143,4/22/20,visit,,
3143,4/24/20,visit,,
3485,4/20/20,visit,,
3485,4/20/20,purchase,119900,70741
3485,4/20/20,visit,,
3485,4/21/20,visit,,
3254,4/23/20,visit,,
3276,4/25/20,visit,,
3276,4/25/20,purchase,19300,6948
3276,4/21/20,visit,,
3276,4/21/20,purchase,69300,49896
3276,4/19/20,visit,,
3276,4/21/20,visit,,
3276,4/19/20,visit,,
3276,4/19/20,purchase,52100,30218
3276,4/22/20,visit,,
3276,4/19/20,visit,,
3276,4/19/20,purchase,20700,15318
3349,4/22/20,visit,,
3349,4/23/20,visit,,
3349,4/24/20,visit,,
3163,4/23/20,visit,,
3163,4/23/20,purchase,146400,62952
3163,4/19/20,visit,,
3163,4/19/20,visit,,
3163,4/20/20,visit,,
3163,4/25/20,visit,,
3163,4/23/20,visit,,
3428,4/23/20,visit,,
3428,4/19/20,visit,,
3513,4/24/20,visit,,
3513,4/24/20,visit,,
3513,4/21/20,visit,,
3453,4/20/20,visit,,
3453,4/19/20,visit,,
3453,4/23/20,visit,,
3453,4/20/20,visit,,
3453,4/21/20,visit,,
3453,4/21/20,visit,,
3453,4/21/20,purchase,68400,29412
3453,4/21/20,visit,,
3453,4/23/20,visit,,
3440,4/21/20,visit,,
3440,4/25/20,visit,,
3440,4/25/20,visit,,
3440,4/20/20,visit,,
3440,4/19/20,visit,,
3440,4/22/20,visit,,
3440,4/21/20,visit,,
3440,4/19/20,visit,,
3440,4/19/20,purchase,130400,43032
3440,4/21/20,visit,,
3440,4/21/20,purchase,95000,70300
3215,4/21/20,visit,,
3215,4/24/20,visit,,
3215,4/24/20,purchase,191500,90005
3215,4/25/20,visit,,
3215,4/24/20,visit,,
3215,4/20/20,visit,,
3215,4/23/20,visit,,
3215,4/23/20,purchase,198500,111160
3215,4/24/20,visit,,
3215,4/21/20,visit,,
3281,4/22/20,visit,,
3166,4/25/20,visit,,
3166,4/24/20,visit,,
3166,4/24/20,purchase,16900,12168
3166,4/25/20,visit,,
3166,4/21/20,visit,,
3166,4/19/20,visit,,
3166,4/19/20,purchase,79300,59475
3166,4/22/20,visit,,
3166,4/22/20,purchase,7900,3871
3166,4/25/20,visit,,
3166,4/22/20,visit,,
3166,4/24/20,visit,,
3170,4/21/20,visit,,
3170,4/21/20,purchase,58000,23780
3170,4/23/20,visit,,
3170,4/23/20,purchase,160400,59348
3170,4/22/20,visit,,
3170,4/24/20,visit,,
3170,4/21/20,visit,,
3483,4/19/20,visit,,
3327,4/23/20,visit,,
3327,4/24/20,visit,,
3327,4/19/20,visit,,
3327,4/23/20,visit,,
3327,4/23/20,purchase,132100,35667
3327,4/20/20,visit,,
3327,4/20/20,purchase,117100,72602
3327,4/19/20,visit,,
3376,4/23/20,visit,,
3376,4/23/20,purchase,29200,16936
3376,4/24/20,visit,,
3376,4/25/20,visit,,
3376,4/20/20,visit,,
3376,4/20/20,purchase,36800,25760
3415,4/22/20,visit,,
3415,4/23/20,visit,,
3415,4/21/20,visit,,
3415,4/21/20,purchase,225400,90160
3216,4/24/20,visit,,
3216,4/25/20,visit,,
3216,4/25/20,visit,,
3216,4/22/20,visit,,
3216,4/22/20,purchase,38400,13440
3216,4/24/20,visit,,
3216,4/24/20,purchase,59800,20930
3216,4/21/20,visit,,
3216,4/23/20,visit,,
3216,4/19/20,visit,,
3216,4/22/20,visit,,
3277,4/22/20,visit,,
3277,4/21/20,visit,,
3129,4/25/20,visit,,
3129,4/24/20,visit,,
3129,4/22/20,visit,,
3129,4/22/20,purchase,78000,39780
3520,4/24/20,visit,,
3520,4/19/20,visit,,
3520,4/21/20,visit,,
3520,4/22/20,visit,,
3520,4/22/20,purchase,155800,107502
3520,4/24/20,visit,,
3520,4/22/20,visit,,
3520,4/21/20,visit,,
3180,4/24/20,visit,,
3180,4/21/20,visit,,
3180,4/25/20,visit,,
3180,4/25/20,purchase,54700,25162
3180,4/21/20,visit,,
3220,4/19/20,visit,,
3220,4/19/20,purchase,140100,68649
3220,4/24/20,visit,,
3220,4/25/20,visit,,
3190,4/20/20,visit,,
3190,4/20/20,visit,,
3190,4/22/20,visit,,
3190,4/25/20,visit,,
3190,4/25/20,purchase,35900,25489
3190,4/22/20,visit,,
3205,4/24/20,visit,,
3205,4/20/20,visit,,
3205,4/21/20,visit,,
3205,4/24/20,visit,,
3205,4/20/20,visit,,
3205,4/23/20,visit,,
3205,4/25/20,visit,,
3154,4/20/20,visit,,
3154,4/22/20,visit,,
3154,4/22/20,purchase,111300,79023
3154,4/19/20,visit,,
3154,4/23/20,visit,,
3154,4/22/20,visit,,
3154,4/23/20,visit,,
3154,4/22/20,visit,,
3404,4/24/20,visit,,
3404,4/25/20,visit,,
3404,4/25/20,purchase,82700,42177
3404,4/19/20,visit,,
3404,4/19/20,purchase,51900,37368
3499,4/21/20,visit,,
3499,4/23/20,visit,,
3511,4/22/20,visit,,
3511,4/22/20,visit,,
3511,4/20/20,visit,,
3511,4/25/20,visit,,
3511,4/23/20,visit,,
3511,4/23/20,purchase,19700,6501
3511,4/20/20,visit,,
3511,4/25/20,visit,,
3511,4/24/20,visit,,
3511,4/25/20,visit,,
3148,4/23/20,visit,,
3148,4/24/20,visit,,
3148,4/24/20,purchase,89100,34749
3148,4/25/20,visit,,
3148,4/25/20,purchase,49800,20916
3148,4/19/20,visit,,
3152,4/22/20,visit,,
3152,4/25/20,visit,,
3152,4/22/20,visit,,
3152,4/19/20,visit,,
3152,4/19/20,purchase,128100,32025
3152,4/24/20,visit,,
3152,4/24/20,purchase,64400,24472
3413,4/20/20,visit,,
3413,4/25/20,visit,,
3413,4/21/20,visit,,
3413,4/21/20,purchase,30200,16610
3413,4/19/20,visit,,
3413,4/19/20,purchase,43000,29670
3413,4/19/20,visit,,
3178,4/19/20,visit,,
3178,4/19/20,visit,,
3178,4/22/20,visit,,
3178,4/23/20,visit,,
3178,4/25/20,visit,,
3178,4/23/20,visit,,
3250,4/19/20,visit,,
3250,4/23/20,visit,,
3250,4/22/20,visit,,
3250,4/22/20,purchase,119800,59900
3224,4/24/20,visit,,
3224,4/22/20,visit,,
3224,4/25/20,visit,,
3224,4/25/20,purchase,123200,33264
3224,4/20/20,visit,,
3224,4/22/20,visit,,
3224,4/22/20,visit,,
3224,4/22/20,purchase,174500,61075
3224,4/22/20,visit,,
3224,4/21/20,visit,,
3224,4/21/20,purchase,55400,15512
3224,4/23/20,visit,,
3224,4/23/20,purchase,48000,31680
3292,4/22/20,visit,,
3292,4/25/20,visit,,
3292,4/24/20,visit,,
3292,4/24/20,visit,,
3292,4/21/20,visit,,
3292,4/20/20,visit,,
3292,4/23/20,visit,,
3292,4/23/20,visit,,
3429,4/19/20,visit,,
3429,4/25/20,visit,,
3429,4/25/20,visit,,
3429,4/23/20,visit,,
3429,4/23/20,purchase,162300,116856
3429,4/24/20,visit,,
3429,4/23/20,visit,,
3429,4/20/20,visit,,
3429,4/25/20,visit,,
3429,4/21/20,visit,,
3527,4/22/20,visit,,
3527,4/22/20,purchase,8100,2835
3527,4/20/20,visit,,
3527,4/20/20,purchase,30200,22952
3527,4/21/20,visit,,
3527,4/21/20,visit,,
3507,4/24/20,visit,,
3507,4/24/20,purchase,124000,55800
3507,4/22/20,visit,,
3507,4/19/20,visit,,
3507,4/22/20,visit,,
3507,4/22/20,purchase,100400,71284
3507,4/21/20,visit,,
3507,4/21/20,purchase,135000,48600
3507,4/23/20,visit,,
3507,4/20/20,visit,,
3507,4/23/20,visit,,
3507,4/23/20,purchase,99000,41580
3507,4/19/20,visit,,
3175,4/19/20,visit,,
3175,4/24/20,visit,,
3340,4/24/20,visit,,
3340,4/21/20,visit,,
3340,4/20/20,visit,,
3340,4/20/20,visit,,
3340,4/24/20,visit,,
3340,4/24/20,visit,,
3478,4/21/20,visit,,
3478,4/23/20,visit,,
3540,4/21/20,visit,,
3540,4/19/20,visit,,
3540,4/24/20,visit,,
3540,4/23/20,visit,,
3540,4/24/20,visit,,
3540,4/24/20,visit,,
3540,4/19/20,visit,,
3540,4/19/20,purchase,49700,25844
3243,4/23/20,visit,,
3243,4/19/20,visit,,
3243,4/19/20,purchase,27200,7344
3243,4/19/20,visit,,
3243,4/19/20,purchase,77700,19425
3217,4/21/20,visit,,
3217,4/19/20,visit,,
3217,4/19/20,purchase,37500,21750
3217,4/24/20,visit,,
3217,4/24/20,purchase,131700,71118
3217,4/22/20,visit,,
3217,4/25/20,visit,,
3217,4/22/20,visit,,
3217,4/22/20,visit,,
3217,4/21/20,visit,,
3217,4/21/20,purchase,85700,41993
3344,4/24/20,visit,,
3344,4/24/20,visit,,
3344,4/24/20,visit,,
3344,4/23/20,visit,,
3344,4/21/20,visit,,
3501,4/20/20,visit,,
3501,4/22/20,visit,,
3501,4/22/20,purchase,146700,41076
3501,4/24/20,visit,,
3501,4/24/20,purchase,188000,127840
3481,4/21/20,visit,,
3481,4/25/20,visit,,
3357,4/24/20,visit,,
3357,4/24/20,visit,,
3357,4/24/20,visit,,
3357,4/24/20,purchase,119200,64368
3367,4/23/20,visit,,
3367,4/19/20,visit,,
3367,4/19/20,visit,,
3367,4/25/20,visit,,
3367,4/20/20,visit,,
3367,4/22/20,visit,,
3367,4/21/20,visit,,
3367,4/22/20,visit,,
3367,4/20/20,visit,,
3457,4/21/20,visit,,
3457,4/19/20,visit,,
3457,4/23/20,visit,,
3457,4/24/20,visit,,
3457,4/21/20,visit,,
3457,4/25/20,visit,,
3457,4/20/20,visit,,
3457,4/23/20,visit,,
3457,4/23/20,purchase,46300,25002
3457,4/24/20,visit,,
3307,4/23/20,visit,,
3307,4/25/20,visit,,
3307,4/22/20,visit,,
3307,4/22/20,visit,,
3307,4/23/20,visit,,
3307,4/23/20,visit,,
3307,4/21/20,visit,,
3307,4/20/20,visit,,
3307,4/19/20,visit,,
3258,4/22/20,visit,,
3258,4/21/20,visit,,
3258,4/22/20,visit,,
3258,4/22/20,visit,,
3258,4/24/20,visit,,
3258,4/19/20,visit,,
3258,4/22/20,visit,,
3258,4/23/20,visit,,
3258,4/19/20,visit,,
3258,4/19/20,purchase,83500,24215
3188,4/20/20,visit,,
3188,4/25/20,visit,,
3188,4/19/20,visit,,
3188,4/20/20,visit,,
3188,4/21/20,visit,,
3242,4/20/20,visit,,
3232,4/24/20,visit,,
3232,4/24/20,purchase,73500,34545
3232,4/23/20,visit,,
3232,4/19/20,visit,,
3232,4/22/20,visit,,
3232,4/22/20,purchase,80300,55407
3232,4/21/20,visit,,
3232,4/23/20,visit,,
3232,4/22/20,visit,,
3232,4/20/20,visit,,
3463,4/19/20,visit,,
3463,4/23/20,visit,,
3463,4/23/20,visit,,
3463,4/22/20,visit,,
3463,4/20/20,visit,,
3463,4/20/20,purchase,98700,40467
3222,4/20/20,visit,,
3222,4/19/20,visit,,
3222,4/19/20,purchase,48400,32428
3222,4/19/20,visit,,
3222,4/19/20,visit,,
3222,4/23/20,visit,,
3222,4/19/20,visit,,
3222,4/23/20,visit,,
3222,4/19/20,visit,,
3402,4/25/20,visit,,
3402,4/25/20,purchase,34800,18792
3402,4/20/20,visit,,
3402,4/24/20,visit,,
3402,4/24/20,purchase,103600,45584
3402,4/23/20,visit,,
3402,4/23/20,purchase,43900,11853
3529,4/21/20,visit,,
3529,4/21/20,purchase,51600,38184
3529,4/21/20,visit,,
3529,4/20/20,visit,,
3529,4/24/20,visit,,
3201,4/19/20,visit,,
3201,4/19/20,purchase,154800,82044
3201,4/20/20,visit,,
3201,4/20/20,purchase,126600,92418
3201,4/24/20,visit,,
3556,4/23/20,visit,,
3556,4/25/20,visit,,
3556,4/25/20,visit,,
3556,4/23/20,visit,,
3556,4/20/20,visit,,
3556,4/20/20,visit,,
3556,4/21/20,visit,,
3556,4/21/20,purchase,31400,13816
3556,4/21/20,visit,,
3556,4/19/20,visit,,
3439,4/23/20,visit,,
3439,4/22/20,visit,,
3439,4/19/20,visit,,
3439,4/25/20,visit,,
3439,4/20/20,visit,,
3509,4/23/20,visit,,
3509,4/20/20,visit,,
3509,4/20/20,purchase,37900,14023
3509,4/22/20,visit,,
3509,4/20/20,visit,,
3509,4/19/20,visit,,
3533,4/21/20,visit,,
3533,4/20/20,visit,,
3533,4/25/20,visit,,
3533,4/21/20,visit,,
3159,4/19/20,visit,,
3564,4/19/20,visit,,
3564,4/22/20,visit,,
3564,4/22/20,purchase,14100,4371
3564,4/25/20,visit,,
3564,4/22/20,visit,,
3564,4/22/20,purchase,32300,24548
3564,4/25/20,visit,,
3564,4/25/20,purchase,68600,22638
3564,4/23/20,visit,,
3564,4/22/20,visit,,
3564,4/25/20,visit,,
3564,4/20/20,visit,,
3256,4/25/20,visit,,
3318,4/25/20,visit,,
3318,4/25/20,purchase,95200,54264
3318,4/20/20,visit,,
3318,4/19/20,visit,,
3318,4/21/20,visit,,
3318,4/19/20,visit,,
3142,4/23/20,visit,,
3142,4/23/20,visit,,
3142,4/20/20,visit,,
3142,4/20/20,purchase,19800,10890
3142,4/24/20,visit,,
3142,4/24/20,purchase,151100,64973
3142,4/24/20,visit,,
3142,4/20/20,visit,,
3142,4/20/20,purchase,141300,101736
3317,4/20/20,visit,,
3317,4/20/20,visit,,
3317,4/25/20,visit,,
3317,4/24/20,visit,,
3317,4/22/20,visit,,
3317,4/19/20,visit,,
3443,4/25/20,visit,,
3443,4/24/20,visit,,
3443,4/20/20,visit,,
3443,4/24/20,visit,,
3443,4/22/20,visit,,
3443,4/19/20,visit,,
3443,4/22/20,visit,,
3498,4/24/20,visit,,
3498,4/20/20,visit,,
3498,4/22/20,visit,,
3498,4/23/20,visit,,
3498,4/23/20,purchase,47200,18408
3480,4/22/20,visit,,
3480,4/21/20,visit,,
3480,4/23/20,visit,,
3480,4/22/20,visit,,
3480,4/22/20,visit,,
3480,4/21/20,visit,,
3480,4/21/20,purchase,88400,26520
3480,4/22/20,visit,,
3480,4/22/20,purchase,45700,24678
3480,4/25/20,visit,,
3480,4/21/20,visit,,
3508,4/25/20,visit,,
3508,4/25/20,purchase,15900,4770
3508,4/20/20,visit,,
3508,4/23/20,visit,,
3508,4/24/20,visit,,
3508,4/23/20,visit,,
3508,4/21/20,visit,,
3508,4/19/20,visit,,
3508,4/25/20,visit,,
3462,4/21/20,visit,,
3462,4/23/20,visit,,
3462,4/25/20,visit,,
3462,4/25/20,purchase,17600,7568
3365,4/22/20,visit,,
3365,4/21/20,visit,,
3365,4/24/20,visit,,
3365,4/22/20,visit,,
3253,4/19/20,visit,,
3253,4/19/20,purchase,105300,31590
3354,4/20/20,visit,,
3354,4/20/20,purchase,128400,34668
3354,4/19/20,visit,,
3354,4/20/20,visit,,
3354,4/25/20,visit,,
3343,4/20/20,visit,,
3343,4/20/20,purchase,94600,56760
3343,4/24/20,visit,,
